year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2014,11,14,Baghdad,Baghdad,33.358471,44.279854,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
2014,11,14,Saladin,Baiji,34.92967,43.49253,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,1,7,0,0
2014,11,15,Baghdad,Baghdad,33.450832,44.321999,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,11,0,0
2014,11,15,Baghdad,Baghdad,33.450832,44.321999,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,1,11,0,0
2014,11,15,Saladin,Hamamiyat,33.509671,44.20168,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,9,0,0
2014,11,15,Al Anbar,Ramadi,33.416649,43.299912,Bombing/Explosion,Transportation,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2014,11,15,Al Anbar,Ramadi,33.416649,43.299912,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2014,11,15,Saladin,Baiji district,34.929095,43.493056,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,0,1,NA,0,0
2014,11,16,Baghdad,Baghdad,33.268536,44.238424,Bombing/Explosion,Government (Diplomatic),International,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,1,0,1,5,0,0
2014,11,16,Diyala,Huwaysh,33.688056,44.418889,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,2,0,0
2014,11,16,Al Anbar,Radhwaniyah,33.322234,44.220106,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,5,0,0
2014,11,16,Al Anbar,Hit district,33.633333,42.816667,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,5,0,0,0,0,0
2014,11,16,Saladin,Alam,34.709277,43.69508,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Saladin,Yathrib,33.997531,44.354228,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,16,Nineveh,Sinjar district,36.319886,41.859643,Facility/Infrastructure Attack,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Incendiary,Arson/Fire,0,0,0,0,0,0
2014,11,16,Baghdad,Baghdad,33.275937,44.386289,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,9,0,0
2014,11,17,Al Anbar,Hit district,33.633333,42.816667,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,1,4,0,0
2014,11,17,Baghdad,Baghdad,33.297482,44.290731,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,12,0,0
2014,11,17,Baghdad,Baghdad,33.322086,44.491693,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,0,24,0,0
2014,11,17,Al Anbar,Abu Ghraib,33.304722,44.0275,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2014,11,17,Al Anbar,Al-Baghdadi,33.430324,42.046832,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,4,0,1,4,0,0
2014,11,17,Al Anbar,Majjaj,33.301637,43.653488,Unknown,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,18,0,NA,NA,0,NA
2014,11,18,Baghdad,Baghdad,33.390007,44.460302,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,5,0,0
2014,11,18,Baghdad,Baghdad,33.425404,44.396927,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,6,0,0
2014,11,18,Diyala,Jalawla,34.273704,45.165826,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,0,0,0
2014,11,19,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,5,0,0
2014,11,19,Arbil,Arbil,36.190863,44.008994,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,5,0,1,22,0,0
2014,11,19,Baghdad,Baghdad,33.321917,44.48659,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,0,0,NA,0,0
2014,11,19,Kirkuk,Kirkuk,35.470616,44.395746,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,5,0,0
2014,11,19,Babil,Iskandariyah,32.889585,44.347304,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2014,11,19,Saladin,Saba al-Bor,33.462707,44.157787,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,6,0,0
2014,11,19,Diyala,Buhriz,33.7,44.666667,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,4,0,0
2014,11,20,Al Anbar,Albu Faraj,33.448097,43.288407,Bombing/Explosion,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,5,0,1,10,0,0
2014,11,20,Babil,Mahmudiyah,33.061667,44.354167,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,9,0,0
2014,11,20,Saladin,Mushahidah,33.63497,44.235291,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,4,0,0
2014,11,20,Baghdad,Baghdad,33.298749,44.4229,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2014,11,20,Baghdad,Baghdad,33.394444,44.358056,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
2014,11,20,Baghdad,Baghdad,33.216692,44.336664,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,11,20,Diyala,Babilan,34.008667,44.962806,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),7,0,3,5,0,NA
2014,11,20,Saladin,Balad,34.016135,44.145278,Armed Assault,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Automatic Weapon,22,0,22,NA,0,NA
2014,11,21,Saladin,Tikrit,34.599279,43.682983,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),2,0,2,NA,0,NA
2014,11,21,Kirkuk,Kirkuk,35.410548,44.353516,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,4,0,0
2014,11,21,Babil,Yusufiyah,33.078471,44.255597,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,3,0,0
2014,11,21,Diyala,Madain,33.100008,44.583112,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,6,0,0
2014,11,21,Kirkuk,Hawijah district,35.316667,43.766667,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,2,0,0,0,0,0
2014,11,21,Al Anbar,Ramadi,33.416612,43.3,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",18,0,12,NA,0,NA
2014,11,22,Baghdad,Baghdad,33.346641,44.401651,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,9,0,0
2014,11,22,Saladin,Taji district,33.509167,44.234167,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,7,0,0
2014,11,22,Diyala,Khanasah,33.082341,44.644382,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,5,0,0
2014,11,22,Baghdad,Baghdad,33.314009,44.506622,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,9,0,0
2014,11,22,Baghdad,Baghdad,33.344307,44.309224,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
2014,11,22,Diyala,Kusaybah,33.819605,44.767925,Unknown,Private Citizens & Property,Iraq,Unknown,Unknown,NA,6,0,0,4,0,0
2014,11,22,Al Anbar,Sajariyah,33.4405,43.389833,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,25,0,0,NA,0,0
2014,11,22,Nineveh,Kolat,36.403056,42.137778,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,11,23,Al Anbar,Ramadi,33.416301,43.300175,Assassination,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,1,7,0,0
2014,11,23,Babil,Mahmudiyah,33.061667,44.354167,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,2,0,0
2014,11,23,Al Anbar,Abu Ghraib district,33.291944,44.065556,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,11,23,Baghdad,Baghdad,33.277992,44.328386,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
2014,11,23,Baghdad,Baghdad,33.272676,44.299995,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,11,23,Baghdad,Baghdad,33.343124,44.411123,Armed Assault,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2014,11,23,Saladin,Saba al-Bor,33.462707,44.157787,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
2014,11,23,Babil,Yusufiyah,33.079204,44.252968,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,7,0,0
2014,11,23,Al Anbar,Rawah,34.468638,41.916645,Hostage Taking (Kidnapping),Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,2,0,0,0,0,0
2014,11,23,Diyala,Sadiyah,34.18611,45.125541,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,1,10,0,0
2014,11,23,Nineveh,Mosul,36.340106,43.129825,Hostage Taking (Kidnapping),Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,11,24,Baghdad,Baghdad,33.425404,44.396927,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,9,0,0,20,0,0
2014,11,24,Al Anbar,Tarbil,32.743429,39.011292,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,1,4,0,0
2014,11,24,Diyala,Sadiyah,34.18611,45.125541,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,24,Diyala,Jalawla,34.27374,45.165651,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,25,Nineveh,Mosul,36.340106,43.130088,Assassination,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,2,0,0,0,0,0
2014,11,26,Baghdad,Baghdad,33.425404,44.396927,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,0,2,0,0
2014,11,26,Saladin,Saba al-Bor,33.462707,44.157787,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,7,0,0
2014,11,26,Baghdad,Baghdad,33.305081,44.488947,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,7,0,0
2014,11,26,Babil,Latifiyah,32.98499,44.35676,Armed Assault,Military,Iraq,Unknown,Firearms,Rifle/Shotgun (non-automatic),1,0,0,2,0,0
2014,11,26,Saladin,Shirqat district,35.492997,43.242478,Hostage Taking (Kidnapping),Police,Iraq,Unknown,Firearms,Unknown Gun Type,NA,0,0,NA,0,0
2014,11,26,Nineveh,Badush,36.416268,42.965224,Bombing/Explosion,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,26,Diyala,Jalawla,34.274652,45.169108,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2014,11,26,Kirkuk,Shubayjah,34.974928,44.21583,Bombing/Explosion,Religious Figures/Institutions,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,26,Baghdad,Baghdad,33.389916,44.460696,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,7,0,0,15,0,0
2014,11,26,Nineveh,Saslaj,36.620789,42.792562,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,NA,NA,0,NA
2014,11,27,Baghdad,Baghdad,33.214816,44.267243,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,9,0,0
2014,11,27,Baghdad,Baghdad,33.33928,44.40047,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,11,27,Baghdad,Baghdad,33.389916,44.460696,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,7,0,0,10,0,0
2014,11,27,Diyala,Sadiyah,34.1864,45.126067,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,4,0,0
2014,11,27,Diyala,Sadiyah,34.1864,45.126067,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Sadiyah,34.1864,45.126067,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Sadiyah,34.1864,45.126067,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Jalawla,34.273523,45.165739,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Jalawla,34.273523,45.165739,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Jalawla,34.273523,45.165739,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,11,27,Diyala,Sadiyah,34.18611,45.125541,Facility/Infrastructure Attack,Private Citizens & Property,Iraq,Unknown,Incendiary,Arson/Fire,0,0,0,0,0,0
2014,11,27,Diyala,Jalawla,34.27374,45.165651,Facility/Infrastructure Attack,Private Citizens & Property,Iraq,Unknown,Incendiary,Arson/Fire,0,0,0,0,0,0
2014,11,27,Al Anbar,Ramadi,33.416612,43.3,Unknown,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,4,0,NA,21,0,NA
2014,11,28,Diyala,Husseiniyah,33.54631,44.413457,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,9,0,0
2014,11,28,Babil,Mahmudiyah,33.061667,44.354167,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,11,28,Babil,Yusufiyah,33.079167,44.253056,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,3,0,0
2014,11,28,Baghdad,Baghdad,33.423446,44.366214,Bombing/Explosion,Religious Figures/Institutions,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,7,0,0
2014,11,28,Saladin,Mushahidah,33.63497,44.235291,Armed Assault,Military,Iraq,Military Council of the Tribal Revolutionaries (MCTR),Firearms,Automatic Weapon,2,0,0,2,0,0
2014,11,28,Saladin,Saba al-Bor,33.462707,44.157787,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,12,0,0
2014,11,29,Baghdad,Baghdad,33.314009,44.506622,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,8,0,0
2014,11,29,Kirkuk,Taza Khurmatu,35.299586,44.327499,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,5,0,0
2014,11,29,Diyala,Sadiyah,34.18611,45.125892,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2014,11,29,Saladin,Balad district,34.016207,44.145278,Armed Assault,Private Citizens & Property,Iraq,Al-Naqshabandiya Army,Firearms,Rifle/Shotgun (non-automatic),3,0,0,11,0,0
2014,11,29,Al Anbar,Fallujah,33.332284,43.793237,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,3,0,0
2014,11,29,Al Anbar,Fallujah,33.333729,43.769315,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,3,0,0
2014,11,29,Al Anbar,Fallujah,33.355425,43.789649,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,2,0,0
2014,11,29,Al Anbar,Fallujah,33.362276,43.807585,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,2,0,0
2014,11,30,Baghdad,Baghdad,33.305081,44.488947,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,1,0,0
2014,11,30,Baghdad,Baghdad,33.344307,44.309224,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,9,0,0
2014,11,30,Baghdad,Baghdad,33.215584,44.385598,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,12,0,0
2014,11,30,Saladin,Balad district,34.016135,44.145278,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,4,0,0
2014,12,1,Baghdad,Baghdad,33.424137,44.436685,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,9,0,0
2014,12,1,Saladin,Tuz Khormato,34.878592,44.611039,Bombing/Explosion,Other,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,7,0,0
2014,12,1,Baghdad,Baghdad,33.278001,44.328375,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,6,0,0
2014,12,1,Diyala,Nahrawan,33.376897,44.702982,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,8,0,0
2014,12,1,Nineveh,Walid,36.929481,42.221034,Armed Assault,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,16,0,0,4,0,0
2014,12,1,Saladin,Balad,34.016353,44.145585,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,10,0,0
2014,12,1,Saladin,Balad,34.016353,44.145585,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,0,0,10,0,0
2014,12,2,Baghdad,Baghdad,33.341908,44.276417,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,0,0,0,0
2014,12,2,Baghdad,Baghdad,33.24932,44.396985,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,7,0,0
2014,12,2,Baghdad,Baghdad,33.309485,44.51699,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,12,2,Saladin,Shirqat,35.540212,43.225424,Hostage Taking (Kidnapping),Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,12,2,Saladin,Shirqat,35.540533,43.225344,Hostage Taking (Kidnapping),Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,12,2,Saladin,Shirqat,35.540349,43.22523,Hostage Taking (Kidnapping),Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,12,2,Saladin,Dujail,33.843393,44.242185,Armed Assault,Private Citizens & Property,Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,3,0,0
2014,12,2,Baghdad,Baghdad,33.223512,44.434701,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,0,0,7,0,0
2014,12,3,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,5,0,0
2014,12,3,Saladin,Taji,33.509167,44.234167,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,12,3,Baghdad,Baghdad,33.297152,44.290669,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
